name,abbrev,clean_name,clean_abbrev,team,player_id
Alec Burleson,A. Burleson,Alec Burleson,A. Burleson,Cardinals,676475
Andre Pallante,A. Pallante,Andre Pallante,A. Pallante,Cardinals,669467
Brendan Donovan,B. Donovan,Brendan Donovan,B. Donovan,Cardinals,680977
Erick Fedde,E. Fedde,Erick Fedde,E. Fedde,Cardinals,607200
Iván Herrera,I. Herrera,Ivan Herrera,I. Herrera,Cardinals,671056
JoJo Romero,J. Romero,JoJo Romero,J. Romero,Cardinals,668941
John King,J. King,John King,J. King,Cardinals,667463
Jose Barrero,J. Barrero,Jose Barrero,J. Barrero,Cardinals,676480
Kyle Leahy,K. Leahy,Kyle Leahy,K. Leahy,Cardinals,681517
Lars Nootbaar,L. Nootbaar,Lars Nootbaar,L. Nootbaar,Cardinals,663457
Masyn Winn,M. Winn,Masyn Winn,M. Winn,Cardinals,691026
Matt Svanson,M. Svanson,Matt Svanson,M. Svanson,Cardinals,694335
Matthew Liberatore,M. Liberatore,Matthew Liberatore,M. Liberatore,Cardinals,669461
Miles Mikolas,M. Mikolas,Miles Mikolas,M. Mikolas,Cardinals,571945
Nolan Arenado,N. Arenado,Nolan Arenado,N. Arenado,Cardinals,571448
Nolan Gorman,N. Gorman,Nolan Gorman,N. Gorman,Cardinals,669357
Pedro Pagés,P. Pagés,Pedro Pages,P. Pages,Cardinals,817887
Phil Maton,P. Maton,Phil Maton,P. Maton,Cardinals,664208
Roddery Muñoz,R. Muñoz,Roddery Munoz,R. Munoz,Cardinals,682610
Ryan Helsley,R. Helsley,Ryan Helsley,R. Helsley,Cardinals,664854
Ryan Vilade,R. Vilade,Ryan Vilade,R. Vilade,Cardinals,668723
Sonny Gray,S. Gray,Sonny Gray,S. Gray,Cardinals,543243
Steven Matz,S. Matz,Steven Matz,S. Matz,Cardinals,571927
Victor Scott,V. Scott,Victor Scott,V. Scott,Cardinals,687363
Willson Contreras,W. Contreras,Willson Contreras,W. Contreras,Cardinals,575929
Yohel Pozo,Y. Pozo,Yohel Pozo,Y. Pozo,Cardinals,650968
Adolis García,A. García,Adolis Garcia,A. Garcia,Rangers,666969
Alejandro Osuna,A. Osuna,Alejandro Osuna,A. Osuna,Rangers,696030
Caleb Boushley,C. Boushley,Caleb Boushley,C. Boushley,Rangers,676961
Chris Martin,C. Martin,Chris Martin,C. Martin,Rangers,455119
Cole Winn,C. Winn,Cole Winn,C. Winn,Rangers,668390
Corey Seager,C. Seager,Corey Seager,C. Seager,Rangers,608369
Evan Carter,E. Carter,Evan Carter,E. Carter,Rangers,694497
Ezequiel Duran,E. Duran,Ezequiel Duran,E. Duran,Rangers,677649
Hoby Milner,H. Milner,Hoby Milner,H. Milner,Rangers,571948
Jack Leiter,J. Leiter,Jack Leiter,J. Leiter,Rangers,683004
Jacob Latz,J. Latz,Jacob Latz,J. Latz,Rangers,656641
Jacob Webb,J. Webb,Jacob Webb,J. Webb,Rangers,657097
Jacob deGrom,J. deGrom,Jacob deGrom,J. deGrom,Rangers,594798
Jake Burger,J. Burger,Jake Burger,J. Burger,Rangers,669394
Jonah Heim,J. Heim,Jonah Heim,J. Heim,Rangers,641680
Josh Jung,J. Jung,Josh Jung,J. Jung,Rangers,673962
Josh Smith,J. Smith,Josh Smith,J. Smith,Rangers,605479
Kyle Higashioka,K. Higashioka,Kyle Higashioka,K. Higashioka,Rangers,543309
Luke Jackson,L. Jackson,Luke Jackson,L. Jackson,Rangers,592426
Marcus Semien,M. Semien,Marcus Semien,M. Semien,Rangers,543760
Patrick Corbin,P. Corbin,Patrick Corbin,P. Corbin,Rangers,571578
Robert Garcia,R. Garcia,Robert Garcia,R. Garcia,Rangers,676395
Sam Haggerty,S. Haggerty,Sam Haggerty,S. Haggerty,Rangers,664059
Shawn Armstrong,S. Armstrong,Shawn Armstrong,S. Armstrong,Rangers,542888
Tyler Mahle,T. Mahle,Tyler Mahle,T. Mahle,Rangers,641816
Wyatt Langford,W. Langford,Wyatt Langford,W. Langford,Rangers,694671
Adrian Houser,A. Houser,Adrian Houser,A. Houser,White Sox,605288
Andrew Benintendi,A. Benintendi,Andrew Benintendi,A. Benintendi,White Sox,643217
Austin Slater,A. Slater,Austin Slater,A. Slater,White Sox,596103
Brandon Eisert,B. Eisert,Brandon Eisert,B. Eisert,White Sox,685126
Bryse Wilson,B. Wilson,Bryse Wilson,B. Wilson,White Sox,669060
Cam Booser,C. Booser,Cam Booser,C. Booser,White Sox,592155
Chase Meidroth,C. Meidroth,Chase Meidroth,C. Meidroth,White Sox,805367
Dan Altavilla,D. Altavilla,Dan Altavilla,D. Altavilla,White Sox,656186
Davis Martin,D. Martin,Davis Martin,D. Martin,White Sox,663436
Edgar Quero,E. Quero,Edgar Quero,E. Quero,White Sox,700337
Jared Shuster,J. Shuster,Jared Shuster,J. Shuster,White Sox,694363
Jordan Leasure,J. Leasure,Jordan Leasure,J. Leasure,White Sox,673929
Josh Rojas,J. Rojas,Josh Rojas,J. Rojas,White Sox,668942
Joshua Palacios,J. Palacios,Joshua Palacios,J. Palacios,White Sox,641943
Kyle Teel,K. Teel,Kyle Teel,K. Teel,White Sox,667725
Luis Robert,L. Robert,Luis Robert,L. Robert,White Sox,673357
Michael Taylor,M. Taylor,Michael Taylor,M. Taylor,White Sox,572191
Miguel Vargas,M. Vargas,Miguel Vargas,M. Vargas,White Sox,678246
Mike Tauchman,M. Tauchman,Mike Tauchman,M. Tauchman,White Sox,643565
Mike Vasil,M. Vasil,Mike Vasil,M. Vasil,White Sox,678024
Owen White,O. White,Owen White,O. White,White Sox,669391
Sean Burke,S. Burke,Sean Burke,S. Burke,White Sox,680732
Shane Smith,S. Smith,Shane Smith,S. Smith,White Sox,681343
Steven Wilson,S. Wilson,Steven Wilson,S. Wilson,White Sox,621051
Tim Elko,T. Elko,Tim Elko,T. Elko,White Sox,671284
Vinny Capra,V. Capra,Vinny Capra,V. Capra,White Sox,681962
Adley Rutschman,A. Rutschman,Adley Rutschman,A. Rutschman,Orioles,668939
Andrew Kittredge,A. Kittredge,Andrew Kittredge,A. Kittredge,Orioles,552640
Bryan Baker,B. Baker,Bryan Baker,B. Baker,Orioles,641329
Cade Povich,C. Povich,Cade Povich,C. Povich,Orioles,700249
Charlie Morton,C. Morton,Charlie Morton,C. Morton,Orioles,119424
Coby Mayo,C. Mayo,Coby Mayo,C. Mayo,Orioles,691723
Colton Cowser,C. Cowser,Colton Cowser,C. Cowser,Orioles,681297
Dean Kremer,D. Kremer,Dean Kremer,D. Kremer,Orioles,665152
Dylan Carlson,D. Carlson,Dylan Carlson,D. Carlson,Orioles,666185
Emmanuel Rivera,E. Rivera,Emmanuel Rivera,E. Rivera,Orioles,656896
Félix Bautista,F. Bautista,Felix Bautista,F. Bautista,Orioles,642585
Gregory Soto,G. Soto,Gregory Soto,G. Soto,Orioles,642397
Gunnar Henderson,G. Henderson,Gunnar Henderson,G. Henderson,Orioles,683002
Heston Kjerstad,H. Kjerstad,Heston Kjerstad,H. Kjerstad,Orioles,677008
Jackson Holliday,J. Holliday,Jackson Holliday,J. Holliday,Orioles,702616
Jorge Mateo,J. Mateo,Jorge Mateo,J. Mateo,Orioles,622761
Keegan Akin,K. Akin,Keegan Akin,K. Akin,Orioles,669211
Matt Bowman,M. Bowman,Matt Bowman,M. Bowman,Orioles,621199
Maverick Handley,M. Handley,Maverick Handley,M. Handley,Orioles,668974
Ramón Laureano,R. Laureano,Ramon Laureano,R. Laureano,Orioles,657656
Ramón Urías,R. Urías,Ramon Urias,R. Urias,Orioles,602104
Ryan O'Hearn,R. O'Hearn,Ryan O'Hearn,R. O'Hearn,Orioles,656811
Seranthony Domínguez,S. Domínguez,Seranthony Dominguez,S. Dominguez,Orioles,622554
Tomoyuki Sugano,T. Sugano,Tomoyuki Sugano,T. Sugano,Orioles,608372
Yennier Cano,Y. Cano,Yennier Cano,Y. Cano,Orioles,666974
Zach Eflin,Z. Eflin,Zach Eflin,Z. Eflin,Orioles,621107
Abraham Toro,A. Toro,Abraham Toro,A. Toro,Red Sox,647351
Aroldis Chapman,A. Chapman,Aroldis Chapman,A. Chapman,Red Sox,547973
Brayan Bello,B. Bello,Brayan Bello,B. Bello,Red Sox,678394
Brennan Bernardino,B. Bernardino,Brennan Bernardino,B. Bernardino,Red Sox,657514
Carlos Narváez,C. Narváez,Carlos Narvaez,C. Narvaez,Red Sox,665966
Ceddanne Rafaela,C. Rafaela,Ceddanne Rafaela,C. Rafaela,Red Sox,678882
Connor Wong,C. Wong,Connor Wong,C. Wong,Red Sox,657136
Cooper Criswell,C. Criswell,Cooper Criswell,C. Criswell,Red Sox,681867
David Hamilton,D. Hamilton,David Hamilton,D. Hamilton,Red Sox,666152
Garrett Crochet,G. Crochet,Garrett Crochet,G. Crochet,Red Sox,676979
Garrett Whitlock,G. Whitlock,Garrett Whitlock,G. Whitlock,Red Sox,676477
Greg Weissert,G. Weissert,Greg Weissert,G. Weissert,Red Sox,669711
Hunter Dobbins,H. Dobbins,Hunter Dobbins,H. Dobbins,Red Sox,690928
Jarren Duran,J. Duran,Jarren Duran,J. Duran,Red Sox,680776
Justin Wilson,J. Wilson,Justin Wilson,J. Wilson,Red Sox,458677
Kristian Campbell,K. Campbell,Kristian Campbell,K. Campbell,Red Sox,692225
Lucas Giolito,L. Giolito,Lucas Giolito,L. Giolito,Red Sox,608337
Luis Guerrero,L. Guerrero,Luis Guerrero,L. Guerrero,Red Sox,692285
Marcelo Mayer,M. Mayer,Marcelo Mayer,M. Mayer,Red Sox,691785
Rafael Devers,R. Devers,Rafael Devers,R. Devers,Red Sox,646240
Rob Refsnyder,R. Refsnyder,Rob Refsnyder,R. Refsnyder,Red Sox,608701
Romy Gonzalez,R. Gonzalez,Romy Gonzalez,R. Gonzalez,Red Sox,663853
Trevor Story,T. Story,Trevor Story,T. Story,Red Sox,596115
Walker Buehler,W. Buehler,Walker Buehler,W. Buehler,Red Sox,621111
Wilyer Abreu,W. Abreu,Wilyer Abreu,W. Abreu,Red Sox,677800
Zack Kelly,Z. Kelly,Zack Kelly,Z. Kelly,Red Sox,677161
Aaron Bummer,A. Bummer,Aaron Bummer,A. Bummer,Braves,607481
Alex Verdugo,A. Verdugo,Alex Verdugo,A. Verdugo,Braves,657077
Austin Riley,A. Riley,Austin Riley,A. Riley,Braves,663586
Bryce Elder,B. Elder,Bryce Elder,B. Elder,Braves,693821
Chris Sale,C. Sale,Chris Sale,C. Sale,Braves,519242
Craig Kimbrel,C. Kimbrel,Craig Kimbrel,C. Kimbrel,Braves,518886
Drake Baldwin,D. Baldwin,Drake Baldwin,D. Baldwin,Braves,686948
Dylan Dodd,D. Dodd,Dylan Dodd,D. Dodd,Braves,689266
Dylan Lee,D. Lee,Dylan Lee,D. Lee,Braves,669276
Eli White,E. White,Eli White,E. White,Braves,642201
Enyel De Los Santos,E. De Los Santos,Enyel De Los Santos,E. De Los Santos,Braves,660853
Grant Holmes,G. Holmes,Grant Holmes,G. Holmes,Braves,656550
José Azocar,J. Azocar,Jose Azocar,J. Azocar,Braves,640492
Luke Williams,L. Williams,Luke Williams,L. Williams,Braves,663897
Marcell Ozuna,M. Ozuna,Marcell Ozuna,M. Ozuna,Braves,542303
Matt Olson,M. Olson,Matt Olson,M. Olson,Braves,621566
Michael Harris,M. Harris,Michael Harris,M. Harris,Braves,671739
Nick Allen,N. Allen,Nick Allen,N. Allen,Braves,110139
Ozzie Albies,O. Albies,Ozzie Albies,O. Albies,Braves,645277
Pierce Johnson,P. Johnson,Pierce Johnson,P. Johnson,Braves,572955
Rafael Montero,R. Montero,Rafael Montero,R. Montero,Braves,606160
Raisel Iglesias,R. Iglesias,Raisel Iglesias,R. Iglesias,Braves,628452
Ronald Acuña,R. Acuña,Ronald Acuna,R. Acuna,Braves,660670
Sean Murphy,S. Murphy,Sean Murphy,S. Murphy,Braves,669221
Spencer Schwellenbach,S. Schwellenbach,Spencer Schwellenbach,S. Schwellenbach,Braves,680885
Spencer Strider,S. Strider,Spencer Strider,S. Strider,Braves,675911
Aaron Ashby,A. Ashby,Aaron Ashby,A. Ashby,Brewers,676879
Aaron Civale,A. Civale,Aaron Civale,A. Civale,Brewers,650644
Abner Uribe,A. Uribe,Abner Uribe,A. Uribe,Brewers,682842
Andruw Monasterio,A. Monasterio,Andruw Monasterio,A. Monasterio,Brewers,655316
Brice Turang,B. Turang,Brice Turang,B. Turang,Brewers,668930
Caleb Durbin,C. Durbin,Caleb Durbin,C. Durbin,Brewers,702332
Chad Patrick,C. Patrick,Chad Patrick,C. Patrick,Brewers,694477
Christian Yelich,C. Yelich,Christian Yelich,C. Yelich,Brewers,592885
DL Hall,D. Hall,DL Hall,D. Hall,Brewers,669084
Daz Cameron,D. Cameron,Daz Cameron,D. Cameron,Brewers,663662
Eric Haase,E. Haase,Eric Haase,E. Haase,Brewers,606992
Freddy Peralta,F. Peralta,Freddy Peralta,F. Peralta,Brewers,642547
Grant Anderson,G. Anderson,Grant Anderson,G. Anderson,Brewers,681982
Isaac Collins,I. Collins,Isaac Collins,I. Collins,Brewers,686555
Jackson Chourio,J. Chourio,Jackson Chourio,J. Chourio,Brewers,694192
Jake Bauers,J. Bauers,Jake Bauers,J. Bauers,Brewers,641343
Jared Koenig,J. Koenig,Jared Koenig,J. Koenig,Brewers,657649
Joey Ortiz,J. Ortiz,Joey Ortiz,J. Ortiz,Brewers,687401
Jose Quintana,J. Quintana,Jose Quintana,J. Quintana,Brewers,500779
Nick Mears,N. Mears,Nick Mears,N. Mears,Brewers,683232
Quinn Priester,Q. Priester,Quinn Priester,Q. Priester,Brewers,682990
Rhys Hoskins,R. Hoskins,Rhys Hoskins,R. Hoskins,Brewers,656555
Rob Zastryzny,R. Zastryzny,Rob Zastryzny,R. Zastryzny,Brewers,642239
Sal Frelick,S. Frelick,Sal Frelick,S. Frelick,Brewers,686217
Trevor Megill,T. Megill,Trevor Megill,T. Megill,Brewers,656730
William Contreras,W. Contreras,William Contreras,W. Contreras,Brewers,661388
Alan Rangel,A. Rangel,Alan Rangel,A. Rangel,Phillies,122856
Alec Bohm,A. Bohm,Alec Bohm,A. Bohm,Phillies,664761
Brandon Marsh,B. Marsh,Brandon Marsh,B. Marsh,Phillies,669016
Bryce Harper,B. Harper,Bryce Harper,B. Harper,Phillies,547180
Bryson Stott,B. Stott,Bryson Stott,B. Stott,Phillies,681082
Carlos Hernández,C. Hernández,Carlos Hernandez,C. Hernandez,Phillies,672578
Cristopher Sánchez,C. Sánchez,Cristopher Sanchez,C. Sanchez,Phillies,650911
Edmundo Sosa,E. Sosa,Edmundo Sosa,E. Sosa,Phillies,624641
J.T. Realmuto,J. Realmuto,J.T. Realmuto,J. Realmuto,Phillies,592663
Jesús Luzardo,J. Luzardo,Jesus Luzardo,J. Luzardo,Phillies,666200
Joe Ross,J. Ross,Joe Ross,J. Ross,Phillies,605452
Johan Rojas,J. Rojas,Johan Rojas,J. Rojas,Phillies,679032
Jordan Romano,J. Romano,Jordan Romano,J. Romano,Phillies,605447
Kyle Schwarber,K. Schwarber,Kyle Schwarber,K. Schwarber,Phillies,656941
Matt Strahm,M. Strahm,Matt Strahm,M. Strahm,Phillies,621381
Max Kepler,M. Kepler,Max Kepler,M. Kepler,Phillies,596146
Max Lazar,M. Lazar,Max Lazar,M. Lazar,Phillies,676661
Mick Abel,M. Abel,Mick Abel,M. Abel,Phillies,690953
Nick Castellanos,N. Castellanos,Nick Castellanos,N. Castellanos,Phillies,592206
Orion Kerkering,O. Kerkering,Orion Kerkering,O. Kerkering,Phillies,689147
Rafael Marchán,R. Marchán,Rafael Marchan,R. Marchan,Phillies,665561
Ranger Suárez,R. Suárez,Ranger Suarez,R. Suarez,Phillies,624133
Taijuan Walker,T. Walker,Taijuan Walker,T. Walker,Phillies,592836
Tanner Banks,T. Banks,Tanner Banks,T. Banks,Phillies,621383
Trea Turner,T. Turner,Trea Turner,T. Turner,Phillies,607208
Weston Wilson,W. Wilson,Weston Wilson,W. Wilson,Phillies,642215
Brent Rooker,B. Rooker,Brent Rooker,B. Rooker,Athletics,667670
Denzel Clarke,D. Clarke,Denzel Clarke,D. Clarke,Athletics,672016
Grant Holman,G. Holman,Grant Holman,G. Holman,Athletics,680880
Hogan Harris,H. Harris,Hogan Harris,H. Harris,Athletics,663687
JJ Bleday,J. Bleday,JJ Bleday,J. Bleday,Athletics,668709
JP Sears,J. Sears,JP Sears,J. Sears,Athletics,676664
Jacob Lopez,J. Lopez,Jacob Lopez,J. Lopez,Athletics,682052
Jacob Wilson,J. Wilson,Jacob Wilson,J. Wilson,Athletics,607111
Jeffrey Springs,J. Springs,Jeffrey Springs,J. Springs,Athletics,605488
Jhonny Pereda,J. Pereda,Jhonny Pereda,J. Pereda,Athletics,640902
Lawrence Butler,L. Butler,Lawrence Butler,L. Butler,Athletics,671732
Logan Davidson,L. Davidson,Logan Davidson,L. Davidson,Athletics,669722
Luis Severino,L. Severino,Luis Severino,L. Severino,Athletics,622663
Luis Urías,L. Urías,Luis Urias,L. Urias,Athletics,649966
Mason Miller,M. Miller,Mason Miller,M. Miller,Athletics,695243
Max Muncy,M. Muncy,Max Muncy,M. Muncy,Athletics,571970
Max Schuemann,M. Schuemann,Max Schuemann,M. Schuemann,Athletics,680474
Michael Kelly,M. Kelly,Michael Kelly,M. Kelly,Athletics,547184
Mitch Spence,M. Spence,Mitch Spence,M. Spence,Athletics,687765
Osvaldo Bido,O. Bido,Osvaldo Bido,O. Bido,Athletics,674370
Sean Newcomb,S. Newcomb,Sean Newcomb,S. Newcomb,Athletics,656794
Seth Brown,S. Brown,Seth Brown,S. Brown,Athletics,664913
T.J. McFarland,T. McFarland,T.J. McFarland,T. McFarland,Athletics,519008
Tyler Ferguson,T. Ferguson,Tyler Ferguson,T. Ferguson,Athletics,621053
Tyler Soderstrom,T. Soderstrom,Tyler Soderstrom,T. Soderstrom,Athletics,691016
Willie MacIver,W. MacIver,Willie MacIver,W. MacIver,Athletics,680862
Addison Barger,A. Barger,Addison Barger,A. Barger,Blue Jays,680718
Alan Roden,A. Roden,Alan Roden,A. Roden,Blue Jays,702176
Alejandro Kirk,A. Kirk,Alejandro Kirk,A. Kirk,Blue Jays,672386
Andrés Giménez,A. Giménez,Andres Gimenez,A. Gimenez,Blue Jays,665926
Bo Bichette,B. Bichette,Bo Bichette,B. Bichette,Blue Jays,666182
Bowden Francis,B. Francis,Bowden Francis,B. Francis,Blue Jays,670102
Braydon Fisher,B. Fisher,Braydon Fisher,B. Fisher,Blue Jays,680755
Brendon Little,B. Little,Brendon Little,B. Little,Blue Jays,663893
Chad Green,C. Green,Chad Green,C. Green,Blue Jays,643338
Chris Bassitt,C. Bassitt,Chris Bassitt,C. Bassitt,Blue Jays,605135
Davis Schneider,D. Schneider,Davis Schneider,D. Schneider,Blue Jays,676914
Eric Lauer,E. Lauer,Eric Lauer,E. Lauer,Blue Jays,641778
Erik Swanson,E. Swanson,Erik Swanson,E. Swanson,Blue Jays,657024
Ernie Clement,E. Clement,Ernie Clement,E. Clement,Blue Jays,676391
George Springer,G. Springer,George Springer,G. Springer,Blue Jays,543807
Jeff Hoffman,J. Hoffman,Jeff Hoffman,J. Hoffman,Blue Jays,656546
Jonatan Clase,J. Clase,Jonatan Clase,J. Clase,Blue Jays,682729
José Berríos,J. Berríos,Jose Berrios,J. Berrios,Blue Jays,621244
Kevin Gausman,K. Gausman,Kevin Gausman,K. Gausman,Blue Jays,592332
Mason Fluharty,M. Fluharty,Mason Fluharty,M. Fluharty,Blue Jays,689254
Myles Straw,M. Straw,Myles Straw,M. Straw,Blue Jays,664702
Nathan Lukes,N. Lukes,Nathan Lukes,N. Lukes,Blue Jays,664770
Paxton Schultz,P. Schultz,Paxton Schultz,P. Schultz,Blue Jays,687606
Tyler Heineman,T. Heineman,Tyler Heineman,T. Heineman,Blue Jays,623168
Vladimir Guerrero,V. Guerrero,Vladimir Guerrero,V. Guerrero,Blue Jays,665489
Yariel Rodríguez,Y. Rodríguez,Yariel Rodriguez,Y. Rodriguez,Blue Jays,684320
Brock Burke,B. Burke,Brock Burke,B. Burke,Angels,656271
Chris Taylor,C. Taylor,Chris Taylor,C. Taylor,Angels,621035
Connor Brogdon,C. Brogdon,Connor Brogdon,C. Brogdon,Angels,641401
Héctor Neris,H. Neris,Hector Neris,H. Neris,Angels,593576
Hunter Strickland,H. Strickland,Hunter Strickland,H. Strickland,Angels,519326
Jack Kochanowicz,J. Kochanowicz,Jack Kochanowicz,J. Kochanowicz,Angels,686799
Jo Adell,J. Adell,Jo Adell,J. Adell,Angels,666176
Jorge Soler,J. Soler,Jorge Soler,J. Soler,Angels,624585
José Fermin,J. Fermin,Jose Fermin,J. Fermin,Angels,820862
José Soriano,J. Soriano,Jose Soriano,J. Soriano,Angels,667755
Kenley Jansen,K. Jansen,Kenley Jansen,K. Jansen,Angels,445276
Kevin Newman,K. Newman,Kevin Newman,K. Newman,Angels,621028
Kyle Hendricks,K. Hendricks,Kyle Hendricks,K. Hendricks,Angels,543294
Logan O'Hoppe,L. O'Hoppe,Logan O'Hoppe,L. O'Hoppe,Angels,681351
Luis Rengifo,L. Rengifo,Luis Rengifo,L. Rengifo,Angels,650859
Matthew Lugo,M. Lugo,Matthew Lugo,M. Lugo,Angels,683090
Mike Trout,M. Trout,Mike Trout,M. Trout,Angels,545361
Nolan Schanuel,N. Schanuel,Nolan Schanuel,N. Schanuel,Angels,694384
Reid Detmers,R. Detmers,Reid Detmers,R. Detmers,Angels,672282
Ryan Zeferjahn,R. Zeferjahn,Ryan Zeferjahn,R. Zeferjahn,Angels,666171
Scott Kingery,S. Kingery,Scott Kingery,S. Kingery,Angels,664068
Taylor Ward,T. Ward,Taylor Ward,T. Ward,Angels,621493
Travis d'Arnaud,T. d'Arnaud,Travis d'Arnaud,T. d'Arnaud,Angels,518595
Tyler Anderson,T. Anderson,Tyler Anderson,T. Anderson,Angels,542881
Yusei Kikuchi,Y. Kikuchi,Yusei Kikuchi,Y. Kikuchi,Angels,579328
Zach Neto,Z. Neto,Zach Neto,Z. Neto,Angels,687263
Angel Martínez,A. Martínez,Angel Martinez,A. Martinez,Guardians,682657
Bo Naylor,B. Naylor,Bo Naylor,B. Naylor,Guardians,666310
Cade Smith,C. Smith,Cade Smith,C. Smith,Guardians,671922
Carlos Santana,C. Santana,Carlos Santana,C. Santana,Guardians,467793
Daniel Schneemann,D. Schneemann,Daniel Schneemann,D. Schneemann,Guardians,682177
David Fry,D. Fry,David Fry,D. Fry,Guardians,681807
